review_id,timestamp,book_id,book_title,review_title,review_user,review_text,review_score
R3TB1KDOIFRCKV,1556107039,62678426,The Woman in the Window: A Novel,Definitely unexpected,Lilia Fransisca,"I thought I got the storyline and ending figured out, because the story was on the path of developing into a cliche, but I was so wrong. The ending was definitely unexpected & it caught me by surprise.",5
R1NHZ9WNO9U7TF,1554700467,0800736524,"The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions","A poetic, hopeful guide.",Shannan,"Emily P. Freeman leads us toward truth with gentleness and warmth through writing that is equal parts poetry and trusted friend. This book is a candle at dusk, necessary and hopeful. We'll return to it again and again.",5
R14UZV0MRHQS56,1554745408,1683833988,The Elder Scrolls: The Official Cookbook,Amazing,Michael Eaton,This book is amazing! Will be using all the time,5
RZSTZFL65FRI7,1554707177,0143110438,A Gentleman in Moscow: A Novel,The Bold New Life,Penny W.,"If more than 5 stars were available, I would give it more.  The story line is delightful and surprising. The writing and word choice is superb, so much so that I would read it again just to keep better track of the best quotes!  My favorite is: “…our lives are steered by uncertainties, many of which are disruptive or even daunting; but if we persevere and remain generous of heart, we may be granted a moment of supreme lucidity——a moment in which all that has happened to us suddenly comes into focus as a necessary course of events, even as we find ourselves on the threshold of a bold new life that we had been meant to lead all along.”",5
R19K6JX4E7KTPA,1554699235,1524791202,Raise Your Hand,Nice!,Jessie,"Sweet girl, sweet book",5
R1WMJK20VZHQF6,1554699195,0062857908,The Right Side of History: How Reason and Moral Purpose Made the West Great,Without the belief in God there is no point in anything,Jules,Ben’s powerful message in this book is that no matter how great America thinks it is and how great it can imagine that it can be in the future non of these really matters if we miss the most vital thing in the universe and that is the faith in the God of Israel. For we are great only in the context of believing and acknowledging that all our gifts and talents and successes are from the Allmighty. A stark difference then the left who is selling you a godless world. No matter how much they glorify such a world it is still dark and meaningless for true meaning is only found with God. By focusing on this most vital realization the faith in the God of Israel all things make sense and life has a meaning. History ceases been a random set of events but a story of humanity that has a guiding hand. The democrats today stand on the wrong side of history because they have taken God out of the equation as they try to erect a modern day Tower of Babel and we all know what happened to that Tower. Only by been true to our Biblical set of values and ethics we can be truly successful both in the short and long term. Only been close to God is true success for it is the most important thing in the world. To be close to God is to be on the right side of history.,5
R1BVY4RFS3I9ET,1555172197,198211598X,Pet Sematary: A Novel,Facing the Fears of their Past,Matthew McGaughy,"Stephen King is no doubt a hugely successful writer, however he is not often recognized an author with skills that reach beyond his genre.  In The Shining, Stephen King shows more than just his ability to make you sleep with your lights on.  I am the first to admit that The Shining is by far one of the scariest novels I have ever read, but what adds to its greatness is ability to operate on many levels. The novel leaves the reader completely satisfied with a good scare and a pertinent story.  The novel focuses on the Torrance family.  Jack, the father, is writer with a temper who recently lost his job.  Jack has been sober for almost a year and he is offered a job to take care of a hotel in Colorado in its off season.  The family, along with his wife Wendy and their son Danny who has a very special gift, look at the job as an opportunity to regroup and get Jack writing going.  Danny has a gift that allows him to see things that are going to happen in the future and sense things that most people can't.  His gift gets a name eventually and is called the shining.  The novel is structured in a five-act play type of format and the action never ceases with every turn of the page.  In contrast to the film, which is successful in its own right, the novel doesn't focus on Jack (played by Jack Nicholson in the film) as the antagonist, but rather the conflict comes with the hotel versus the entire Torrance family. In order for the family to move on they must face the horrible things in their past.  The hotel as they find out has a past and the family experiences unimaginable terror as they are stranded in the hotel during the harsh Colorado winter.  Jack develops a fascination with the hotel and becomes more and more interested in history darker history.  The Hotel uses Jack as instrument to get to Danny.  The only thing they can't help the Torrance family is binding to together and facing the Hotel's past as well as their own.  The setting, as usual, shows King's mastery at picking places that we all might have had a fear of from time to time.  On another level the choice of the hotel is perfect in trying to represent a place that could have an amazing past.  Any number of things could happen in a hotel because of different kinds of people that could have inhabited its rooms. King also establish rich characters and as Jack Torrance gets to his brink you fear and feel sympathy for him at the same time.  Stephen King has not only mastered his craft in fear but he takes this novel a step further by having a family face their own past.  Everyone has something that haunts them in their past and the only way to find out if the Torrance family is successful conquering theirs is to face your own fears and read this book.",5
R8PCB009ZS2WZ,1555172147,0316316121,Less (Winner of the Pulitzer Prize): A Novel,Less is more.,R. Zocher,Loved it. The protagonist. Everything about it. The story. The ending.,5
R2EINDXLECJANB,1556139377,0143110438,A Gentleman in Moscow: A Novel,I would strongly recommend this book,Mary A. Seng,This was a fascinating story of a Russian gentleman living in a hotel.  It was interesting to view his life through his encounters with friends and other hotel occupants.  I would strongly recommend this book.,5
R2R3CJ2TXSQH6Z,1556139362,0385352689,Lost and Wanted: A novel,beautiful,Curtis Hartman,"Lost and Wanted is a thoughtful and beautiful novel about friendship and grief. The physicist Helen is so lucidly drawn--a character who is relatable, sensitive, and self-aware. For someone who knows nothing about physics, I thought Nell ties in the concepts with clarity, but I was most taken by her relationship with Charlie, her mysterious and brilliant friend. The story is unexpected and moving and I recommend it to anyone.",5
R2WQVRKPXUQID3,1554850277,0143110438,A Gentleman in Moscow: A Novel,"A worthwhile, important book.",brugmansia,"This a beautifully written novel that tells the tale of the end of the Russian aristocracy and the beginning of the communist takeover of the country. It covers the period from 1922 through the 50's but it takes place only in a luxurious hotel in Moscow where the Count is under house arrest. The Count has been raised with certain values and rules that no longer apply in Russian society but he persists in finding a way to make purpose in his restricted life, and he succeeds. The author uses the device of moving the story through time in blocks, for example he skips years from one section to another. There are many characters with long Russian names who persist throughout the story aging along with the Count. For those of us who do not know Russian history very well, it is an educational novel. For me, both the story and the elegance of the writing are the selling points.",5
R1AOEIQ428SVO5,1554850234,0399255370,The Day the Crayons Quit,Adorable,Jared,Such a cute story. You won’t be sad. Great gift idea!!,5
R2BN3JWEZPKYFN,1554850228,1501154850,The Island of Sea Women: A Novel,hard middle section,Susan Johnson,I have read most of Lisa See's novels and enjoyed them. I found this to be a much harder read than most because of the intensity and repetitiveness of the violence which seems to permeate most novels about Korea.,4
RC9GWFZLSQF1B,1556327353,0062678426,The Woman in the Window: A Novel,Excellent book!,Cheryl,"Very emotional and well written, I read nearly all night to get to the end! A real page turner, lots of suspense.",5
R3RHJ33T0EG7WY,1556327345,0451491726,My Lovely Wife,This is a book that you won’t want to put down!,N. Gargano,I was so surprised that this is Samantha Downing’s first book. Each chapter left me wanting to read more and more. I can’t wait for her next book to come out!,5
R3SH1SVLST0ABR,1554739630,0316522694,Internment,Real and Harrowing,KB,"This book paints a picture of a not-so-distant America. One that, although factionalized here, is not so far from the truth of today. This should be required reading for every high school student so that maybe we can stop the atrocities that happen every day in this country.",5
RA2JPC7QUCNB5,1556320214,62678426,The Woman in the Window: A Novel,Unexpected twists and turns,Maryann Stansfield,"It took me a little to get into this novel, But once i did i couldnt put it down. Loved it!",5
R2EZVXUVFZSQHV,1554724838,1401953115,Becoming Supernatural: How Common People…,Outstanding!I,hana abdullah,"Totally inspired! One of the best books I've read this year. Marrying the mystery of transcendental mystical experiences with science with an extremely comprehensive explanations to what happens to a human body biologically, physiologically and emotionally. Simply WOW!",5
R19JH0486JP1H0,1554806057,0143110438,A Gentleman in Moscow: A Novel,Delightful Read,Bonnie C,"Adored this book. Count Rostov and the many memorable characters rose from the pages and stole my heart. This was an endearing and delightfully nostalgic story. Taking place in one of Moscow's oldest and finest hotels,The Metropol, we see the life of Count Rostov unfold as he is placed under house arrest here over a period of time spanning more than half of his life. His mere presence at the Metropol creates a loving and happy environment for himself and everyone he knows, with his eye for perfection, a kind caring heart and irascible wit. Even in the most difficult of times and changes in his circumstances, he rises to the occasion to make the very best of what fate has dealt him. Count Rostov imbues his life with simple and sometimes extravagant pleasures .... from the memorable scent of apple blossoms in Spring to fine wine and food .... and the satisfaction that attention to detail can bring. The Count's depth of literally passion and knowledge richly enhances his tale. His love and loyalty are the at the heart of this story. I will read this again.",5
RSY327TJPQYJR,1554699124,62678426,The Woman in the Window: A Novel,Don’t waste your $$$ get it from the online library like I did.,Shayhay,"Did not care for this book. I hated the main character, the way she drank & took pills was ridiculous. Just swallow a bottle of pills & suck down a bottle of wine and get it over with already.The situation with her family, So Obvious from the get-go.Good Cop, Bad Cop, so over the top good & so over the top bad. Hated the female detective immensely.Another 5 star reviewer said he thought other readers would love it & stay interested because it has short Chapters. Well isn’t that actually true, it seems like the only books being published anymore are James Patterson. I stopped reading him well over 10 years ago when I realized other people are just following his writing Formula & he’s maybe editing. The short chapters are a Patterson Trademark. So essentially they’re written for people with short attentions spans who otherwise would get distracted by a shiny object in front of them.I also figured out who it was, very early on & how and where the final scene was going to take place. Again OBVIOUS.So I just don’t get the fuss over this book.",2
R3U09X2H24USBS,1556404950,62664484,The Border: A Novel (Power of the Dog),Radical Left Wing Screed,JEC,This could have been a good novel. I read the other books by Winslow and bought this one before reading the reviews.I will not make that mistake again. Wish I could get my money back. Not worth one star.,1
RFXDZGVCT7W7H,1554772957,0525572643,The Home Edit: A Guide to Organizing and…,Inspiring!,d.s. tamkin,"Great read and terrific photos! I am inspired to organize our kitchen, closets and office in our new apartment!  Would love to see a sequel. (Only sorry that there was a typo on the first page (p9) considering what perfectionists these women are!)",5
R3FQABA6X8ME7L,1555160957,0316316121,Less (Winner of the Pulitzer Prize): A Novel,Loved this book,R. Zocher,"Funny, intelligent, warm, meaningful. Written in a brilliant unique style that resonated deeply on many levels. I highly recommend this book!",5
R31IYIX48TUIW1,1555160957,0143110438,A Gentleman in Moscow: A Novel,Pour a glass of wine and enjoy,HurriJayne,From the moment I began to read this novel I was transported to a different time and country.It was magical!  I fell for the characters  How could I not ?What a memorable story!,5
R2Z5D13VYE8XY8,1554645939,1400209609,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Girl Stop Apologizing - These Are Life Lessons I Wish I Had Learned At A Younger Age!!,Sarah Quick,"Oh. My. Wow.I will preface my review by advising that I received an Advanced Reader Copy, and I own a copy that had been released early due to a miscommunication. Rachel is every one of us (girl or woman); she is the blunt voice who speaks up to remind us that we are not alone, and to remind us that we are Made For More. We all have that inner critic within that works overtime telling us those lies that we all tell ourselves (See: Girl Wash Your Face, Rachel Hollis); and now Rachel focuses on that gut reaction of having to apologize for things we have absolutely no reason to apologize for.Rachel breaks Girl Stop Apologizing down into 3-sections: (1) Excuses To Let Go Of, (2) Behaviors To Adopt, and (3) Skills To Acquire; and then in true Rachel Hollis fashion, she concludes with some mic drop inspiration that motivates you to step into the world with your chin up and your crown on straight. Readers, I CANNOT WAIT TO WALK BACK INTO WORK TOMORROW, and I just might do it while blasting Demi Lovato ""Sorry Not Sorry"" in my earbuds.Girl Stop Apologizing will meet you right where you are, and it will not disappoint. If you are struggling with your New Years Resolutions, if someone has told you that you need to dream within your means, if you are in a job where your voice is silenced, if you are struggling to find a balance in your relationship, or if you are just sitting here online searching for more; get a copy now!! If you find yourself apologizing ALL THE DAMN TIME for things that you have no business apologizing for; get a copy now!! You will have no regrets!! (less)",5
R32OWH95TZBGLG,1554645928,0800736524,"The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions",This is THE book to help with decision fatigue and to refresh your spirit.,Vanessa Wright,"Every year, I choose one book that just ""gets"" me. 2019 is the year of The Next Right Thing. Emily's words have moved me to tears on more than one occasion. I am often overwhelmed with not only the sheer number decisions I make in a day but also by the type of decisions. This book has given me pause to breath, connect, pray and really step back from the noise and clutter. I am easily distracted these days--and I am also, at age 44, balancing home educating three adolescents, working part time for a job I love, exploring my own Next Right Things and just living. This book will be my guiding light and something I will work through and refer back to for a long time. I love how she included prayers and small, doable steps at the end of each chapter. I highly recommend this book.",5
R23RWWSZLFNGN1,1554656826,0525538194,Wolf Pack (A Joe Pickett Novel),👍👍 Joe's at it again!,Rob Gibson,Another good read! Glad for Nate and loved the wolves out of Yellowstone. Thanks CJ  and keep them coming 👍,5
R1S2X9B91OPPHF,1554844577,0143110438,A Gentleman in Moscow: A Novel,I could see what the inside of the Metropol looked like and feel the once mighty ambiance this hotel experienced,Andrea Olson,"I had a difficult time getting interested in this book. At times I even avoided picking it up. But then I found I was involved and engaged. I could see what the inside of the Metropol looked like and feel the once mighty ambiance this hotel experienced. I knew well all the workers within this hotel and could hear the sounds and inflection of their voices in my head. From the onset of the Counts meeting the young, precocious Nicole I loved the book.  I would recommend this book for those who truely love the adventure a book may or may not take you. Dedicated to completing the book regardless, hoping for the best.  For me I completed this book happy that I went on this adventure with the Count to the end.  Take a chance, I think you will be happy that you did.",4
R2A1GY8EPFSIDF,1554844556,1644450003,Milkman: A Novel,Quirky novel that captures day to day life in the midst of national conflict,Sheela,This novel requires getting in the rhythm of the writing that does not use paragraphs and no characters have names.,5
RAYZXXLNTKP4N,1556332967,198211598X,Pet Sematary: A Novel,The mysterious is always in King's better offerings.,Jerry at the lakethe,"Stephen King remains one of the best story tellers out there.  His imagination soars out of the confines of this world and into a sea of mystery, intrigue, and fright.  How fun.  This was a re-read for me having first read this title many years ago.  Stephen King has recently published a follow up book and I wanted to refresh my memory before reading the sequel.  I recall the fright that shook my soul the first time around and now I've been shaken again.  The Shining is just a classic scary book and King is king at writing them.  So, if you've never read The Shining and you enjoy the scary mysterious stuff, you should order it without delay.  Then you'll be ready for ""Doctor Sleep.""  Good luck!",4
R2EI7EF336CWFC,1556238391,198211598X,Pet Sematary: A Novel,Wow,Fran,I loved it! I saw the movie first and decided I had to read the book. How different it is! Great read!,5
R3JI9B1X38K7J5,1556238377,0143110438,A Gentleman in Moscow: A Novel,There were beautifully written spots,Elizabeth C. Morrison,"This story was clever ,if a bit too long and wordy. There were beautifully written spots! I am glad I read it. I enjoyed the last third of the book the most.",4
R1UXVTP2HK6A8O,1556153237,0143110438,A Gentleman in Moscow: A Novel,The dignity of man in a challenging period of history.,JEHale,"Beautifully written and uplifting.  There are many memorable turns of phrase.  An arresting tale in a historical setting without any meanness.  The protagonist is sympathetic and noble in his acceptance of the foibles of his fellow man, but without  naïveté.  An inspiring tale of dignity in adverse circumstance.",5
R2NJ9LVI2KUKNH,1556153234,198211598X,Pet Sematary: A Novel,Still Holds Up,ronedyer,"I read this masterpiece back when originally released. Following that, I have watched the Kubrick movie every Halloween since its release on DVD sometime last century. Love both. The book is dark and the movie captures the required essence, but the book gets deeper into Jack's mind which is not a fun place. The book and movie conflict on room #'s 217 vs. 237, and Wendy's hair color, which I have embedded as that of Ms. Duvall's. And anyone interested will find on the inter-web a plethora of reasons these were changed from book to movie. Fun stuff. If you have never read the Shining, please give yourself a gift and read it if you enjoy horror. And if you haven't read it this century, try it again, as it may very well scare you in new ways. I live in Maine and while SK is our scary hero, he is also a great neighbor in our state.",5
R3EMZRWANLRSP4,1555149220,1400208017,Can't Make This Stuff Up!: Finding the Upside to Life's Downs,Buy this book!,Layla Kikendall,"So, I received the first eight chapters of this book as a teaser and received my own copy yesterday and I have devoured this book. Susannah Lewis is so relatable. In every chapter I read, I found a memory from my own life. I cried both tears of laughter and sadness. I feel like this is a book that I will read over and over because it is so fitting for different seasons of life.",5
RB9ESYIV538F8,1556063387,0393239861,BraveTart: Iconic American Desserts,I loved reading the stories behind the recipes and learning about ...,Daniotra,"If you're looking for something unique in a cookbook, then this is the book for you. I loved reading the stories behind the recipes and learning about which flours work best for particular recipes. This is not a standard cookbook. This is the type of cookbook you buy if you like spending time in the kitchen. The recipes are detailed and everything is completely from scratch----even the sweetened condensed milk.
I bought in especially for the key lime pie recipe but quickly tried several other recipes as well",5
RS5MSVTT70V0O,1556105167,0062837907,This Is Me: Loving the Person You Are Today,Easy read with a nice message,Lisa Callihan,"I was inspired by Chrissy's backstory and was challenged to think about how I can take ownership of my life instead of dwelling on the past. I appreciate her openness and respect her more than I did before (not that I didn't respect her, just that all I knew of her before was from watching her character on This Is Us).",5
R2RKUEGCOYI5DD,1554740306,1250190193,The Prairie Homestead Cookbook: Simple Recipes for Heritage Cooking in Any Kitchen,It is more than a cookbook.,J Fisher,"It's more than a cookbook. It tells a story. It's like a family friend sharing her most favorite recipes, best advice and tips, and most importantly her encouragement. If you're looking for a book the goes back to the simple pleasure of cooking, this is the book for you. Enjoy!",5
R1QIO7LDLYSQJ5,1556398270,1523506644,Keep Going: 10 Ways to Stay Creative in Good Times and Bad,Love the Book,Joyina,"Funny, THought provoking, inspirational. I love Austin Kleon's books, happy I was able to preorder on Amazon",5
RCQOM1IWEFM1C,1554663377,0143110438,A Gentleman in Moscow: A Novel,One of my favorite books- ever.,Susan C. Coventry,"The gentleman is Count Alexander Ilyich Rostov, who found himself in Moscow, living in the famed luxury hotel, The Metropol, just after the revolution. As the novel opens, in 1922, Alexander is called before “The Emergency Committee of the People’s Commissariat for Internal Affairs.” He is tried and found guilty of being an aristocrat, a traitor to the revolutionary ideals. Most of Russia’s aristocrats either died during the revolution, were executed afterward, were banished to Siberia, or are living as unobtrusively as possible so as not to attract the attention of the Party. Alexander, at one time a revered poet, is too well known to fade away. Fortunately for the count, his poetry was seen as inspirational to the budding revolutionary movement. Therefore, his judges don’t sentence him to death or exile. Instead, they sentence him to house arrest.Alexander lives in a suite of rooms at the Metropol. Although its glory fades somewhat due to the wars, it’s still a pretty posh place. As part of his punishment, he is removed from his suite and sent to the hotel attic to live in a single tiny room–he has to climb a few flights of stairs to reach it. He can only take a few of his possessions. The rest are confiscated by “the people.” If he leaves the hotel, he will be shot on sight.Accepting his fate, he commences his new life. The beauty of the book is what he makes of it. Alexander is a hero to truly admire. He’s kind, friendly, a master of self-control, and able throughout to maintain the well-bred manners of a perfect gentleman. At each setback, he considers the viewpoint of his adversaries, and he adapts. At one point, a well-connected member of the Party who has asked a favor of Alexander compliments him on how well he has reconciled himself to his situation. Alexander responds that being resigned is not the same as being reconciled, giving the reader a deeper insight into his internal struggles. Yet what makes Alexander a truly empathetic hero is that he recognizes how fortunate he actually is. It’s a delight to spend time with a character so steady and so charming. His dry wit lights up the pages, and his ability to see the humor in dark situations clues the reader in to how this imprisoned count is able to enjoy life in spite of its trials.",5
RVV2V6XWSVU9C,1556021211,1538761416,Redemption (Memory Man series),Amos Decker,Terry Rudin,I immensely enjoy the Amos Decker series! One of my favorite characters! I look forward to more adventures with him. I highly recommend!,5
R13YUNOXUS7OI4,1556149915,525574913,Cat and Nat's Mom Truths: Embarrassing Stories and Brutally Honest Advice on the Extremely Real Struggle of Motherhood,A MUST HAVE FOR ALL MOMS!!!,Christine,These moms truly get it!! A MUST have for all new and experienced mamas. Cat & Nat - THANK you for being so real and down to earth ♥️💜,5
RVNHQJMYMAI8Z,1554753005,0310353629,A Love Letter Life: Pursue Creatively. Date Intentionally. Love Faithfully.,❤️,MaureenB,"I loved this story and I hope to share it with others. The intentionality they took and continue to take in their relationship was something I also hope to have in my marriage. Quick read, not because it’s not dense with content, but because it’s so enjoyable.",5
R2EVLKWY1T3FQV,1555153762,0399581367,Aloha Kitchen: Recipes from Hawai'i,The *perfect* cookbook!,Lily Diamond,"Not only does Aloha Kitchen provide a stunning array of approachable and wildly flavorful recipes, it’s also powerfully transportive. The photos are exquisite, the cultural history is profound, and the sum of the book provides a long-awaited education on the potent and delicious world of local Hawai’i cuisine. Wish I could buy a copy for everyone who lives in, has visited, or dreams about the islands.",5
R15GH2QS67D5TE,1555153757,0143110438,A Gentleman in Moscow: A Novel,Interesting novel about Russia,"Cheri K, Kansas",I really enjoyed the author's style of writing. I gave it a 4 rating because at times the novel was bogged down in detail but the ending was superb. I would recommend this novel to anyone who is interested in a story about a Count in Moscow that is under house arrest in a prestigious hotel and the intrigue that surrounds the Count.,4
R3NRM4ARU79KSS,1554711557,0143110438,A Gentleman in Moscow: A Novel,Disappointed,JudyMHiggins,"After seeing how long this novel was on the best-seller list and hearing rave reviews, I was disappointed when I actually read the novel (until I lost interest about 100 pages in, persevering all the way, waiting for something to happen). The prose was engaging. But nothing happened except the gentleman met a friend in the hotel where he was living. I exceeded my personal rule that I will read a book for 50 pages, and if I'm not engaged, I'll read something else. I should have followed it.",2
R1P8QKBW6MULSC,1554781397,0143110438,A Gentleman in Moscow: A Novel,A Novel You Will Remember,Arlene T,"I like stories with admirable characters who deal with difficult, sometimes tragic, circumstances without compromising their ethics. This is such a story. There are many characters to admire and some to dislike. The main character, a Russian nobleman who had managed to evade the revolution, comes back to Russia to get his mother out and ends up in the clutches of the revolutionaries who order his imprisonment in the grand hotel in which he had been staying when arrested. However, instead of the palatial suite he had occupied, he was banished to a closet in the attic. If he were to leave the hotel, he would be executed. How he adjusts to his changed circumstances, how he makes friends among the employees and guests of the hotel and how he triumphs in the end is the story. There is humor and sorrow. There is a description of life in Russia during the first half of the 20th century. When I've recommended this book I have said it reminded me of the movie The Grant Budapest Hotel. read it and see what you think.",5
R1Y3Z0U4KW2KRZ,1556140207,1984822179,Normal People: A Novel,“Life is the thing you bring with you inside your own head.”,kathleen g,"There’s been a lot of buzz going around about this book, well before publication date, and fortunately I had the honor of reading it courtesy of NetGalley and Crown Publishing, and now I understand why.

Normal People is the story of two people, Marianne and Connell, two high school seniors who pretend not to know each other because of social status and class, but the secret is they do, and they’ve developed a relationship. We follow the teens through their senior year of high school and then off to college, where the two run into each other once again but in very different social situations. The narrative continues throughout their years at university, with Connell and Marianne both attempting to find their own paths, continuously drifting apart yet always finding a way back to each other, each time strengthening their bond yet making their friendship even more tortuous. It is the ultimate story of endearment and endurance.

Let me start by saying that the jacket description can be misleading. It is easy to mistake this as more of a YA type book because the main characters are in high school/college. Let me just stop you right there and tell you it is not, although the YA audience should definitely read it. This is a very serious book with multiple layers of complexity dealing with topics such as relationships (both family and personal), abuse, social acceptance, and most importantly communication. The tale carries with it a lot of deep undertones that are intertwined with a very complicated love story.
That’s just it, it’s a story. There is no plot. It’s just a brilliantly written, thought provoking drama that will completely engross you. (Imagine binge watching your favorite TV show/drama). The writing is very fluid, making the novel easy to read. I personally found the characters developed just enough to feel comfortable with them but feeling like they still had a bit of a “secret” hiding, which made them more interesting. There were a few times I honestly stopped reading and had to take a breath, because I was heartbroken over some of the situations that arose over the simple lack of communication.

In the end, I was overwhelmed. I truly wasn’t sure how I felt, I just sighed aloud and had this feeling I still cant describe, even a few days later. It was almost like the heartbreak of letting go and a sense of satisfaction combined in one. (I just cant come up with the word for it). I would definitely recommend this novel to others, I enjoyed reading it and I enjoyed the emotional journey it took me on. I look forward to reading more from Sally Rooney in the future.

Thank you to NetGalley and Crown Publishing for an ARC of this novel for my unbiased and honest review.",5
R2JAZPY09QYYG6,1556140262,0316485551,The Cornwalls Are Gone (Amy Cornwall),Well written page turner.,C Wm (Andy) Anderson,Hate this book as it deprived me of a good night's sleep. Kept thinking one more chapter until my kindle ran out of juice. Extremely good and well written.,4
R5MR0IC692URN,1554677077,1400209609,"Girl, Stop Apologizing: A Shame-Free Plan for…",Get your work boots on!,Angel,"This book was a great follow up to Girl, Wash Your Face so if you enjoyed that book, this one will be right up your alley!! Rachel gives us practical tools, in her non nonsense tough love kind of way, to help us get out of our own way and pursue whatever dream(s) we have. The section about other people’s opinions was sooooo valuable for me among many, many other tips. Loved it!!",5
R265KMG3IJSGR7,1554664048,0800736524,"The Next Right Thing: A Simple, Soulful Practice for Making Life Decisions","Stop worrying, start moving forward",Becci,"The Next Right Thing books gives thoughtful help for making decisions : big or small! Every chapter gives you an aspect of practical descion making strategy. If you are stuck on what to do next, what choice to make or what direction to go in - this book is for you! PS - the author also has a great podcast called The Next Right Thing and the first book I read by her was Simply Tuesday - another good one to check out!",5
R3MRTD08N1PB3P,1556070617,0143110438,A Gentleman in Moscow: A Novel,Exquisite adventure,Odin,Just wonderful writing in a Russian doll. A small space unfolds with fabulous characters in an unexpectedly confined yet rich environment. I was enthralled with the characters and the story.,5
R3NEOKKFYMI1JG,1554794977,0525572643,The Home Edit: A Guide to Organizing and…,Love this book!,Adam Childs,This book makes organizing easy with how they breakdown how to do it step by step. Can’t wait to hit the container store!,5
R2RU06C8QC3FG8,1555186942,0143110438,A Gentleman in Moscow: A Novel,An instant classic!,D.P. McHenry,"Towles reconstructs the dignity, refinement and manner of a historic gentleman of leisure. This well educated and socially refined “Count”, tries to maintain his place a world that places negative value on virtually all of his renaissance qualities. This is a delightfully intriguing story that weaves together a collection of uniquely vibrant characters living in a country that has been upended both socially as well as politically. The only question is why did the story have to end?",5
R1D8BEA3EFCMXL,1554747370,0316522694,Internment,Mind blowing,KB,"This is just incredible. My eyes have been opened so much and I am so thankful that I read this. I am loving so many diverse books and I can definitely say this one is a must read for everyone.

This is also very tough to read. It's not light by any means and I actually had to put it down and walk away quite a few times because of the content and my emotions. The author does a fantastic job being raw and real and I have been moved so much by this story.

I really hope this lands on many many awards lists because the author deserves it.",5
R54NUOOXWR0BB,1556152961,1579656315,Six Seasons: A New Way with Vegetables,Thoughtful and beautiful arrangement of this amazing publication,I Do The Speed Limit,Beautiful cookbook in every single way! Thoughtfully arranged by seasons (yes six!) and the illustrations will blow you away. I am so thankful to have this graciously compiled cookbook in my home.,5
RBQYBV8CHER5Y,1554705189,006243666X,The American Agent: A Maisie Dobbs Novel,"Love Maisie Dobbs, you’ll love this book!",Lisa A.,"I feel like I know Maisie. Afterall, I’ve read all of Jacqueline Winspear’s book about the beloved Miss Dobbs.This particular book reminds me of the first novel simply because I fell in love with anything and everything about Maisie, her family, her colleagues, and her friends.  I could not put the book down!  When I went to sleep around 10pm,  I awoke around 2pm. Maisie was calling me!  I read for three hours. I didn’t care that I was groggy the next day, I had to find out what was happening next!What a book!  Worth every single dollar I spent on it. Share it with your friends too.Enjoy..., and be sure to have a cuppa tea or coffee while reading this page turner.",5
RFQLYHCBHLEHB,1554792697,0525572643,The Home Edit: A Guide to Organizing and…,Home goals,Megan OBrien,Attainable organizatio,5
